ID	chromosome_name	start_position	end_position	S6_GR-10824	S8_GR-1615	S8_GR-7341 D	S6_GR-3810	S6_GR-6296 D	S6_GR-9320	S8_GR-2980 D	S8_GR-1114	S6_GR-7150
cg03576636	19	1918188	1918189	0.963361283072972	0.960179177041669	0.960507093590361	0.944303631384737	0.941411968952173	0.964454687661166	0.938509602263387	0.977731507535969	0.960486872579018
cg19336198	7	4746461	4746462	0.822397148331757	0.79002677687252	0.804715400046394	0.735149488751779	0.736977714426766	0.863174684047693	0.80154208518684	0.410504039107187	0.806584409133135
cg08143343	12	85307151	85307152	0.581481636863659	0.477519757673125	0.0607717810954022	0.0790393824373635	0.0660333264984103	0.259832553057795	0.134781474454286	0.0534329873130168	0.196903426434168
cg08771114	11	1043851	1043852	0.522587183291609	0.793776365099945	0.877860180293053	0.877559754443921	0.797358129614369	0.851562887271603	0.816496618687229	0.880825215348303	0.853954526048787
cg10832470	5	179105289	179105290	0.0566565627697694	0.0632742372511772	0.0661023820806614	0.0507752009743745	0.0589892717503766	0.0796590371695324	0.0550347230238305	0.0128221237677399	0.0453295352154934
cg19535267	12	57625609	57625610	0.920085839875793	0.879565613843845	0.894797764760424	0.927806999177054	0.893594115349112	0.914642254627897	0.907660771827596	0.944037390533645	0.908471051938391
cg22714966	2	29354926	29354927	0.968177370695693	0.957090725468086	1	0.97314141130977	0.92960110988852	0.97441189818216	0.966212979777798	0.955696543828328	0.986505447657055
cg13791938	3	42623510	42623511	0.0148927388138716	0.0111567039152933	0.0228501617930554	0.0168175722147866	0.0216834306472913	0.00229578796977283	0.0198019881027302	0.00939657219107155	0.0206734297010934
cg16518861	14	35871714	35871715	0.0315163086592479	0.00469820475745073	0.0688047469424965	0.00944243887705634	0.0265202122777895	0.163139020018026	0.0615646503111231	0	0.0396504452925623
cg17018505	7	92174346	92174347	0.887822190375463	0.967831716302309	0.917862552655296	0.891741683679135	0.909508059194127	0.872738462300663	0.928433313769531	0.975955181928469	0.925032970732875
cg15630743	10	134863616	134863617	0.756559510567941	0.52276555833595	0.651690151861467	0.0456894318606501	0.537377750803463	0.74538083970125	0.684997652677294	0.812465543443294	0.655177637891323
cg02048627	16	19566882	19566883	0.0266300221929998	0.0343869012368501	0.0436436095183043	0.015897099031743	0.034488780970552	0.0359608929143998	0.044115806735566	0.0357902954072647	0.0291501549616707
cg12722015	22	43011584	43011585	0.0427639539592187	0.0367301490706024	0.0353757869725523	0.018672487422164	0.0283949055360093	0.0341012380157188	0.0331896188681656	0.0464579636210897	0.0394434044722531
cg14859417	10	129704948	129704949	0.0441733782587483	0.109211108639379	0.179569187431062	0.0798215020507011	0.0699534642093478	0.0801117223341667	0.0777671630080919	0.0291556177008567	0.0480566798465784
cg08697163	13	112630295	112630296	0.954492624354917	0.928151376841931	0.927755109557947	0.948121235034736	0.941421425039755	0.953388172385204	0.936593983344391	0.970854324659964	0.947153834586895
cg12424716	17	47202921	47202922	0.880698763706779	0.926720900214562	0.92740627673762	0.89126731534657	0.88169880261062	0.904593170840893	0.89628197329953	0.932777754016955	0.88799892905207
cg03278146	18	5197326	5197327	0.0672170823696641	0.0541150753961506	0.0282406685050592	0.626030553405125	0.0459681928857523	0.149700963066645	0.0540169673342074	0.0200933124332263	0.0883632112336887
cg20121927	6	166399064	166399065	0.523141575273625	1	0.948434923631035	0.966897157491251	0.966341414507463	0.579227674161037	0.588529953134932	0.699132896699104	0.970524439513482
cg16179619	17	39157348	39157349	0.94349589583406	0.884162990805995	0.908722323827532	0.926460844962241	0.916106731782753	0.968096405408063	0.878769989309118	0.933646822197297	0.949430565652346
cg27527018	7	149570039	149570040	0.122230902114018	0.178777618611023	0.08106050369429	0.0990896431203127	0.128152392619864	0.288712721309438	0.597535488702756	0.60049785431571	0.157074173649597
cg15052330	2	72360242	72360243	0.883029494519949	0.885734297092688	0.88711690915279	0.876959171314895	0.885534634342673	0.895536207967865	0.863700829719222	0.968305414442369	0.913602502784475
cg09413313	11	28131865	28131866	0.0214946378446695	0.0117944542141717	0.0245781152948104	0.0157398080415258	0.0307083059015149	0.0175359157269117	0.0208147922358369	0.0169372865610493	0.0165827496482213
cg13600632	9	129169001	129169002	0.576108369029726	0.956387969144025	0.922997438864265	0.902254409645	0.927240374986186	0.895075130296433	0.911757950117154	0.96663494285362	0.679350605689291
cg13466456	1	29587087	29587088	0.591650728647004	0.116601120570582	0.0952072448352376	0.0985196487126973	0.489532850931266	0.677589162392356	0.117050278756536	0.270347774180535	0.915776275623386
cg21240492	17	7476104	7476105	0.026740499446568	0.0103934500888883	0.0365567118999062	0.0201900501436013	0.0468835853249179	0.0166617514599684	0.0152858355323966	0.00481555692941809	0.0111610901221427
cg19736994	7	2133479	2133480	0.919554105046719	0.504052690470496	0.920217435182496	0.509055501236816	0.869810930412725	0.96939742465392	0.539139993398508	0.673990159887078	0.924301812209049
cg12165551	11	8385711	8385712	0.653970845395372	0.929464833690397	0.931624718585023	0.717848475477377	0.864742921661559	0.966325809651106	0.917309168214934	0.98812666207031	0.933270997522471
cg22487209	8	27950624	27950625	0.0174454522570077	0.0286296864675738	0	0.0148656031407583	0.0382401318559008	0.0291016860706332	0.00917125411911864	0.0080086989793962	0.0315236573166062
cg09658429	12	22094478	22094479	0.0677242980350741	0.233528134003493	0.0459963739415221	0.0378534066943742	0.0680079432110601	0.0822145150308295	0.0391902982196244	0.0245005522145855	0.239317045269177
cg14415456	12	5371495	5371496	0.696661566183612	0.125256779436442	0.504498544997551	0.453704549367211	0.452236472321668	0.690094452851392	0.384883020789121	0.510823227280921	0.58865833602299
cg22793897	2	134513564	134513565	0.613643694274296	0.49804552387738	0.737131638646392	0.541584513516408	0.0475187366180967	0.808463958874077	0.156413028765736	0.661915683978712	0.531779864428023
cg17502594	1	62107541	62107542	0.952489480260245	0.497657622928244	0.0543806310259547	0.650139069771027	0.137934042424478	0.416025486568755	0.090810649527217	0.0313189026672744	0.149170331265463
cg01406864	7	136953056	136953057	0.685797988350088	0.442336922626103	0.553929143607394	0.525795734366476	0.625098569204175	0.650277867705791	0.617619761542347	0.693493453950448	0.605218924738279
cg25452503	7	23052615	23052616	0.00467066452479354	0.0509044119903229	0.0130530031578462	0.0513772430956438	0.0269594973067571	0.227665580830965	0.0589967048163587	0.0538223164503988	0.0737199004778078
cg02873525	19	48675304	48675305	0.933750088932041	0.966311888597516	0.989474829531969	0.984420931836205	0.9363114756616	0.944690669421928	0.96209265745876	0.97600449209301	0.982076928854145
cg02061820	3	152046750	152046751	0.0417045891716097	0.167553325121815	0.0841397330963604	0.0423963005358596	0.050864311980146	0.275847863083102	0.0541389401576636	0.124515926516895	0.130000650219147
cg02537909	2	165697594	165697595	0.087838799440364	0.0702401008091108	0.0768887599435446	0.0893570126114932	0.121866318973833	0.0895225617452738	0.165476216733238	0.0615481071607085	0.11219317111477
cg18334727	4	15659863	15659864	0.647019095773036	0.850334711853867	0.923928096000122	0.936516028874152	0.884546759491888	0.956175257642031	0.892794980108415	0.953044601300635	0.951689877861021
cg02862761	3	142681014	142681015	0.934622156062466	0.936497745663745	0.907708779323277	0.833856728305229	0.882232911988527	0.918262027277567	0.904422408421784	0.941556944478516	0.875542794998074
cg12440040	6	87725661	87725662	0.903607685930639	0.895464848439572	0.862863356146754	0.871856437217051	0.896693753148765	0.935593340029293	0.85138945417847	0.915511810387386	0.889896976974007
cg13862848	13	44272415	44272416	0	0.0275404862652209	0.388060319327228	0.00333996493394403	0.354246821974959	0.651637620909947	0.522450063435378	0.758351958319476	0.0395265914929832
cg25575961	16	85775358	85775359	0.585878288365914	0.880714320275211	0.889085919221952	0.82228890671011	0.538101840578864	0.772067812995419	0.861962075515957	0.860349128239415	0.843487478168783
cg22132309	11	2923489	2923490	0.102182310072174	0.0872018681792784	0.0936535097141293	0.0702687761706051	0.13308636807665	0.0736399891158614	0.104254051345245	0.0754583355135697	0.0872839859540368
cg20244295	15	90625075	90625076	0.950320176138324	0.963915106477086	0.900472570602204	0.89874404598878	0.920262584418385	0.976182801379078	0.928313298802927	0.96342915720694	0.86179585111925
cg15746719	9	90113812	90113813	0.149113323057658	0.108021285380215	0.168201219684435	0.0740922220433597	0.0921835579606046	0.286220182707974	0.338187442248378	0.0623055310714266	0.404912615062404
cg10813908	5	138863040	138863041	0.949456189574494	0.938059877988514	0.929277676257798	0.531759057366333	0.926712864631131	0.879474683289472	0.91684383172679	0.908624628241966	0.655231794606375
cg14144771	14	101438662	101438663	0.908551330606508	0.831141789380205	0.927708374270841	0.953819791068928	0.891443545360484	0.953243516391339	0.882292341834509	0.897985847753318	0.919929152980701
cg18928866	4	187185996	187185997	0.939762436594585	0.629417683856045	0.894242152542252	0.92126282719325	0.910576693219201	0.943915440855744	0.933954086810675	0.655510412191832	0.95513678120179
cg13664919	5	883952	883953	0.9308092840159	0.932811286873811	0.943056389718888	0.911740692024403	0.929110548779825	0.942440339076982	0.950974740725429	0.970303983314168	0.951775412433492
cg23303246	11	131640134	131640135	0.386799322159152	0.749370537013601	0.659347722773941	0.670345694261884	0.614402796692198	0.776991803274626	0.545796816832968	0.405916312144163	0.417585865557766
cg03750778	6	56708762	56708763	0.0855776930152521	0.0419948980899559	0.0935444200476688	0.0951586638176787	0.0462161007953516	0.0891104377521689	0.0491317341384767	0.0270585329992385	0.192554237573117
cg05284742	14	93552127	93552128	0.829196457126881	0.914502501611701	0.867652087276963	0.50071720240123	0.734506451634284	0.798535091006577	0.858349061789601	0.868858756944217	0.826072024713629
cg07075512	4	146402942	146402943	0.0371470872323472	0.0195316745198903	0.039049052672327	0.0428631506454399	0.0325892122226652	0.0632709106508521	0.025555322704491	0.0357044580408749	0.0316468494793893
cg15686782	7	2143885	2143886	0.418093240279061	0.0896233192246462	0.0837022568891762	0.11930479233045	0.145904739316644	0.470011100442398	0.434786239088574	0.402912990197832	0.266583138621771
cg07622815	8	22526587	22526588	0.0628953939670806	0.0433924452324615	0.0388573973359739	0.0413237633402242	0.0528084053224945	0.0469985239893509	0.0574071937346619	0.0213584854884603	0.0375005629360372
cg07687349	2	162273151	162273152	0.35863391807863	0.0143141075287582	0.1234566262922	0.0280486525509122	0.0136607225560536	0.0492275118722634	0.0468095698774375	0.0308792210285534	0.0483861625945235
cg24924449	13	98507989	98507990	0.062228362773133	0.0697509198358369	0	0.603144029792941	0.0673666190092679	0.015577425591014	0.0712564649186611	0.082900830819522	0.599175663377081
cg06806044	22	37655773	37655774	0.0330641270689972	0.0145991798670447	0.0222119920022553	0.0556625148629914	0.0167101100571996	0.0976784566416795	0.0264429965790977	0.0285359100760454	0.03633407805672
cg08342919	7	100894786	100894787	0.933139804327162	0.481114645442968	0.936863604058237	0.906375005798372	0.520027695709766	0.453745658979431	0.61453604661824	0.93767309820649	0.427446973662529
cg27234648	15	91077405	91077406	0.873910885778494	0.807555395091472	0.836554776534555	0.862138821916814	0.846388719764227	0.864754472768177	0.803679053729881	0.85742698748417	0.887404340724508
cg22716151	5	532958	532959	0.819479239894472	0.281110249193122	0.228904910656977	0.503182015220188	0.507554053538306	0.828716683780593	0.796527869354137	0.569540513494122	0.821049148075603
cg22566565	10	131909017	131909018	0.0981843956101522	0.0980124652175305	0.0824822627393715	0.0780179926221502	0.137425973126906	0.0863653762338741	0.0984779766699032	0.0739882485275691	0.0797720331667011
cg19519964	2	223290011	223290012	0.113314805514319	0.0651875351430495	0.0902153308307901	0.0715232698233468	0.0872758725118668	0.425789392726522	0.101200099580454	0.571484145434503	0.128980243408557
cg01574644	4	163084857	163084858	0.600032136321441	0.465765235739645	0.23857466349513	0.231811883212523	0.197200946005118	0.797768504253504	0.542750078711967	0.225683941939697	0.105050994461258
cg20098854	8	898406	898407	0.0579020350256912	0	0.0960004256948702	0.153247796628283	0.0765905363207671	0.176226526894453	0.0348970639013889	0.059016356128227	0.406638317531056
cg01988325	5	54467377	54467378	0.297310007542323	0.0454360285423781	0.124565862762082	0	0	0.590406178621363	0.0424501974702205	0.0411793468298243	0
cg12715266	12	60812458	60812459	0.966544028669068	0.92573796019685	0.945692601040396	0.930614163518469	0.730832725715283	0.951063586043173	0.920389706945384	0.950010856781083	0.94038631724805
cg25522738	7	2416485	2416486	0.529206392864114	0.821214805636049	0.518529965554236	0.518748812160006	0.852067647234249	0.854180994609825	0.865587620498288	0.901517304186625	0.769328277567621
cg27134147	15	78592305	78592306	0.0289619189590511	0.0189730703325704	0.0276873835420624	0.0181750338163145	0.0268418037785763	0.000999506112557211	0.0364348467736979	0.00667503992199759	0.0336453160351419
cg01355876	5	131281438	131281439	0.951299086050314	0.924684402014552	0.961442985947945	0.548583166402796	0.92889327333004	0.960138082139327	0.950928528905578	0.981385627662438	0.928541496463691
cg26632776	21	45875533	45875534	0.188933631155264	0.157383079753457	0.14425360975981	0.195820238935921	0.157537284893273	0.347037264855334	0.142030600745499	0.106345698637504	0.271338144333555
cg14144294	6	66011625	66011626	0.808344900402532	0.709451075733286	0.795331894270624	0.74708419557188	0.805098509861516	0.814014130353436	0.821571718440965	0.858424070521281	0.774077392085018
cg09653641	7	92455498	92455499	0.602157997754107	0.222934517611518	0.14671694162886	0	0.597060272029957	0.564527224721196	0.183404374041463	0.123660081945452	0.520802866590833
cg03989987	2	113885276	113885277	0.0122744251604019	0.0502066909931384	0.117590584166342	0	0	0.571356792500122	0.0323498480538668	0	0.565831028383538
cg19145138	4	177120415	177120416	0.869624551346156	0.854693099728094	0.833637054765918	0.83162862941695	0.811319364241922	0.751459789719691	0.813587293693231	0.900738269521238	0.843244221210662
cg25125898	5	5422195	5422196	0.0337408534954465	0.010658931967327	0.0422527104100235	0.0197148580813914	0.0460728651166324	0.0278124730237757	0.0335272836556053	0.0197145813500307	0.025919710951328
cg20704635	3	44283118	44283119	0.967830314546837	0.932003234073233	0.973129821852112	0.620248453718927	0.929146378754604	0.991503158231815	0.967063728952737	0.982245387362262	0.957510140537746
cg03355147	16	598832	598833	0.976871150901269	0.979014371736274	0.949108955340183	0.96601851140483	0.964535196440013	0.98098111553618	0.967919858961275	0.969662840670248	0.96053595500114
cg02302097	10	95723149	95723150	0.856198071515232	0.855055156095894	0.447465640517445	0.765776594194212	0.416389080400625	0.702494161879477	0.49026134962636	0.816905106113751	0.664582406238847
cg14353527	9	139836883	139836884	0.92284501974531	0.907685208406416	0.932097643787767	0.945013498298199	0.907684843176144	0.938994115651244	0.928825581138078	0.937289259014013	0.947382548301327
cg25024074	2	182322500	182322501	0.0576767860411719	0.0574749039975031	0.137476473341345	0.0431891592693524	0.141054030937761	0.203712868764189	0.0523378006724817	0.0625237020197733	0.42181316989044
cg05138148	1	48449894	48449895	0.577862530853436	0.220648020895107	0.208994345063472	0.268350543524964	0.280828200431732	0.396108242464706	0.674553388531809	0.198126016423416	0.300988372102096
cg05481163	10	2756727	2756728	0.892661319380623	0.574830940184836	0.900931798847901	0.780170394111879	0.859586483158327	0.878532979491748	0.903576840500482	0.911000779720864	0.419337133959669
cg17029721	1	27317433	27317434	0.855357749406394	0.524010551663527	0.839829441749162	0.639546809923412	0.844868530837779	0.726140994780342	0.901955190696751	0.886817903974194	0.696625902723898
cg06540283	11	75337234	75337235	0.911926377437516	0.907647988287457	0.925730545684523	0.922095065853117	0.914915598278392	0.926288586737796	0.904468094753467	0.94290249253313	0.89951261057765
cg18486102	12	50297776	50297777	0.0405215341168222	0.0148573941445402	0.015494297661443	0.0255859697004849	0.0312847267170673	0.0335793079566798	0.0148082478699895	0.0194201167950906	0.0138980662987625
cg03511513	12	90472776	90472777	0.948251265033228	0.949558193853565	0.899637742638653	0.515725982288731	0.91138374201629	0.948805043761694	0.932962567745614	0.948060638065652	0.909014198188136
cg19014295	6	30884927	30884928	0.859982828363958	0.798872448425804	0.829765010506507	0.872930275727408	0.826248069422121	0.872928825841344	0.796738404577644	0.870198627331622	0.877889443273874
cg08872891	8	146275879	146275880	0.891565408061852	0.948538827060292	0.919596034431535	0.83757605871348	0.821526115293479	0.950132127824155	0.869897077638363	0.954969800315517	0.909878770191651
cg12388760	17	18131640	18131641	0.586676137421678	0.641197304109663	0.641804116858941	0.555747340782498	0.573684751223119	0.558636563605404	0.437068222069067	0.645078934452706	0.583729139310207
cg02328278	5	112769926	112769927	0.838026261859985	0.84234573480761	0.851790639079083	0.81149231253365	0.84043128619938	0.868090604055536	0.88053434484889	0.89474863102326	0.77048925964534
cg19559774	10	102747160	102747161	0.023498534361865	0.0125398238812416	0.0266797269884555	0.0251480947804502	0.0189934113291353	0.0326917211672083	0.0373884721146265	0.014971006912515	0.0378336367684529
cg09326204	3	121953248	121953249	0	0	0.0279170485581661	0	0	0	0.529696893032486	0	0.126136938850078
cg03624415	15	64995498	64995499	0.0776999463894279	0.106237411672913	0.107024130759436	0.069620290337886	0.156164928973806	0.0759346549990911	0.078714550478462	0.072124535212449	0.0552677336085364
cg25669088	8	786657	786658	0.925610713234622	0.596413034019994	0.922225166079975	0.780603621985724	0.877365475979992	0.878400561004685	0.929850494669651	0.466749009650389	0.903669164205292
cg19149785	19	51506272	51506273	0.542732398781644	0.209560587736345	0.813101620129039	0.448315562645312	0.90254844698247	0.693372186816059	0.8358461067175	0.2205497512169	0.132776410543855
cg01842720	11	7535886	7535887	0.540281590208592	0	0	0.0959764344163126	0	0.164207553551747	0.0445484551179047	0	0.121942428180643
cg22738655	10	13276305	13276306	0.120678294063516	0.783573625805742	0.461716811641635	0.611909399158189	0.66848408018506	0.846540339779185	0.752303223053599	0.482914452435638	0.459708685846039
cg05718160	2	32581936	32581937	0.0646038130771387	0.0496999402616418	0.0548658999200555	0.0783934046625594	0.110536081223244	0.0846847453844438	0.0729285509445675	0.0475790971104344	0.0467777246702051
cg11175032	1	150529890	150529891	0.867208511083943	0.855667346022322	0.867953438953511	0.503978078068045	0.890417618386585	0.895926634051201	0.804501062602504	0.926622147286768	0.907383137197591
cg27565972	4	186396432	186396433	0.940355435114896	0.90643947491115	0.972197865985705	0.947655592688841	0.913958260467093	0.644487886113134	0.919817105649718	0.977068318488903	0.930354799153421
cg20916646	4	852690	852691	0.873052709257888	0.886781032690152	0.863477256774092	0.910356070245036	0.876081471002127	0.881796707533247	0.865087216007372	0.916098368254985	0.890097984155426
cg22832103	17	41605388	41605389	0.931797866150516	0.923109622173676	0.908403418656346	0.931157192504733	0.908153206859157	0.918726488512361	0.90827505533186	0.952953238898316	0.918735448581001
cg25627341	8	18992571	18992572	0.823161948528078	0.843048541765435	0.945923375143181	0.719226182219367	0.911106508522768	0.87939128074351	0.816226672152491	0.83988410697847	0.762689731616979
cg02644840	11	3876534	3876535	0.0362542694875092	0.0482659997101656	0.0301950265988392	0.0308076556438475	0.0444477245026491	0.0296696949824019	0.0255954780156511	0.0136877253930065	0.0202286931207324
cg22519947	1	2271418	2271419	0.956889486549377	0.954039096792043	0.951227342345108	0.958205693300297	0.942722374201145	0.962166663326264	0.949218529387883	0.967702204555992	0.961622392502882
cg16524960	16	69141344	69141345	0.0358238853537695	0.0282487176545861	0.0173065378392232	0.0115523095108873	0.00813108791589499	0.113399754253482	0.0185311931272835	0.0384624703032275	0.101639642570797
cg03679305	1	9129486	9129487	0.0383096850117763	0	0	0.42119091050216	0.0480506244130602	0	0.0512261827363317	0.0266249866185262	0.00899688043206404
cg02849953	7	127984184	127984185	0.02492240252263	0.0651578854718112	0	0.0292227721002923	0.0115919050869827	0.0221278321910887	0.0292823517377489	0.487214268578186	0.043534270184581
cg06674392	6	22172447	22172448	0.90576563537867	0.894558403216038	0.863914950879262	0.882731767454673	0.899268732347721	0.897113495372128	0.892651428870271	0.973082579283787	0.89453484405092
cg11433098	15	99987893	99987894	0.0328974965061577	0.118890623652228	0.324587185011478	0.026123699033546	0.128049583096308	0.0511597398488609	0.409322814365906	0.171826768554243	0.0208238038825909
cg02744888	15	68778119	68778120	0.813186853560549	0.823012428963937	0.859766367231674	0.74019764459477	0.825943484526426	0.869708276489904	0.878787678415749	0.950476559528771	0.719276577769108
